LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,DEFAULT_PAYMENT_NEXT_MONTH,util_max,payment_profile,bust_out_score,alert_type_1,alert_score_1,rule_1_triggered,alert_type_2,alert_score_2,rule_2_triggered,alert_type_3,alert_score_3,rule_3_triggered,total_alerts
260000,2,1,2,34,0,0.0201423077,Always Duly,0,,,0,,,0,,,0,0
260000,2,1,1,42,0,0.0037846154,Always Duly,0,,,0,,,0,,,0,0
20000,1,1,2,24,0,1.01,Always Duly,1,,,0,,,0,,,0,0
50000,2,1,2,27,0,1.0145,Deteriorati,2,,,0,,,0,,,0,0
70000,2,2,2,23,0,0.9328285714,Always Duly,1,,,0,,,0,,,0,0
170000,2,2,1,36,1,0.1102823529,Always Dela,1,,,0,Structuring Alert,3,1,,,0,1
30000,2,2,2,22,0,1.0239666667,Always Duly,1,,,0,,,0,,,0,0
200000,1,2,2,68,0,1.020745,Always Duly,1,,,0,,,0,,,0,0
50000,2,2,2,39,0,0.38374,Always Duly,0,,,0,,,0,,,0,0
50000,1,2,2,30,0,0,Deteriorati,1,,,0,,,0,,,0,0
470000,2,2,1,35,0,0.1380319149,Always Duly,0,,,0,,,0,,,0,0
20000,2,1,2,22,1,0.52775,Always Duly,2,,,0,,,0,,,0,0
50000,1,2,2,26,0,0.00582,Deteriorati,1,,,0,,,0,,,0,0
360000,2,2,1,56,0,1.3891388889,Always Duly,1,,,0,,,0,,,0,0
20000,2,2,3,46,0,0.0195,Volatile,1,,,0,,,0,,,0,0
140000,2,1,2,26,0,0.04695,Always Duly,2,,,0,,,0,,,0,0
10000,2,3,1,47,1,0.5275,Always Duly,0,,,0,,,0,,,0,0
90000,2,1,2,30,0,0.2641444444,Volatile,0,,,0,,,0,,,0,0
200000,2,2,1,46,0,0.10904,Always Duly,0,,,0,,,0,,,0,0
390000,2,2,1,39,0,0.0389974359,Always Duly,0,,,0,,,0,,,0,0
90000,2,2,2,25,1,0.9483333333,Always Duly,1,,,0,,,0,,,0,0
130000,2,1,2,27,0,0.0188461538,Volatile,1,,,0,,,0,,,0,0
120000,2,2,2,33,1,0.01465,Volatile,1,,,0,Structuring Alert,3,1,,,0,1
160000,2,2,1,35,0,0.01183125,Always Duly,0,,,0,,,0,,,0,0
70000,2,2,2,24,0,1.0191285714,Volatile,2,,,0,,,0,,,0,0
80000,1,3,1,60,0,0.88255,Always Duly,0,,,0,,,0,,,0,0
250000,2,2,2,36,0,0.252952,Always Duly,0,,,0,,,0,,,0,0
240000,1,2,2,37,0,0.7374583333,Always Duly,0,,,0,,,0,,,0,0
50000,2,2,2,49,0,0.24544,Always Duly,2,,,0,,,0,,,0,0
30000,2,3,2,23,0,0.1693333333,Always Duly,0,,,0,,,0,,,0,0
50000,1,3,1,51,1,1.10056,Deteriorati,2,,,0,,,0,,,0,0
80000,2,2,2,24,1,0.0479,Volatile,0,,,0,,,0,,,0,0
130000,1,2,1,47,0,0.8438384615,Always Duly,0,,,0,,,0,,,0,0
50000,1,3,2,23,0,0.94066,Always Duly,1,,,0,,,0,,,0,0
200000,1,2,1,39,0,0.00355,Volatile,1,,,0,Structuring Alert,3,1,,,0,1
140000,1,3,1,33,0,1.0056785714,Always Duly,3,,,0,,,0,,,0,0
30000,2,1,2,23,0,0.7915,Always Duly,0,,,0,,,0,,,0,0
20000,2,1,2,25,0,0.9384,Always Dela,2,,,0,,,0,,,0,0
70000,1,2,2,29,0,0.3334285714,Volatile,0,,,0,,,0,,,0,0
20000,2,3,3,48,0,0.9795,Always Duly,1,,,0,,,0,,,0,0
410000,1,1,1,42,0,0.0957341463,Always Duly,0,,,0,,,0,,,0,0
250000,1,1,1,41,1,0.010348,Always Duly,0,,,0,,,0,,,0,0
140000,2,2,2,27,1,0.9922785714,Deteriorati,2,,,0,,,0,,,0,0
90000,2,1,2,26,0,0.2151555556,Always Duly,0,,,0,,,0,,,0,0
340000,1,1,1,38,0,0.0858823529,Always Duly,0,,,0,,,0,,,0,0
230000,2,2,1,28,0,0.0074608696,Always Duly,0,,,0,,,0,,,0,0
80000,1,3,2,33,0,0.4633125,Volatile,0,,,0,,,0,,,0,0
50000,2,2,2,42,1,1.03042,Always Duly,1,,,0,,,0,,,0,0
60000,2,2,1,35,0,1.0136666667,Always Duly,1,,,0,,,0,,,0,0
50000,2,2,2,24,0,0.23806,Volatile,0,,,0,,,0,,,0,0
210000,2,2,2,28,0,0.6935380952,Always Duly,0,,,0,,,0,,,0,0
140000,2,1,2,27,0,1.0111071429,Always Duly,1,,,0,,,0,,,0,0
20000,1,3,2,32,0,0.36435,Volatile,0,,,0,,,0,,,0,0
20000,1,3,3,48,1,1.0053,Volatile,2,,,0,,,0,,,0,0
230000,1,1,2,32,0,0.0171434783,Always Duly,0,,,0,,,0,,,0,0
210000,1,2,2,27,0,0.146252381,Always Duly,0,,,0,,,0,,,0,0
20000,1,2,2,34,0,1.83865,Always Duly,3,,,0,,,0,,,0,0
50000,2,2,2,24,0,0.9752,Volatile,1,,,0,,,0,,,0,0
30000,1,3,2,49,0,0.974,Always Duly,3,,,0,,,0,,,0,0
50000,2,2,2,36,1,0.74658,Always Duly,0,,,0,,,0,,,0,0
150000,2,1,1,30,0,0.2988,Volatile,3,,,0,,,0,,,0,0
160000,1,2,1,57,0,0.01255,Volatile,2,,,0,Structuring Alert,5,1,,,0,1
90000,2,3,1,42,0,0.1708222222,Always Duly,0,,,0,,,0,,,0,0
150000,1,2,1,39,0,0.2156866667,Always Duly,0,,,0,,,0,,,0,0
200000,1,3,2,36,1,0.22905,Always Duly,0,,,0,,,0,,,0,0
170000,1,1,1,40,0,1.0177294118,Always Duly,1,,,0,,,0,,,0,0
100000,2,2,1,38,0,0.95895,Volatile,1,,,0,,,0,,,0,0
20000,1,3,1,39,0,0.8473,Always Duly,0,,,0,,,0,,,0,0
30000,1,1,2,24,0,0.9715666667,Always Duly,1,,,0,,,0,,,0,0
200000,1,1,2,32,0,0.211625,Always Duly,0,,,0,,,0,,,0,0
180000,1,2,1,46,0,0.0051666667,Always Duly,0,,,0,,,0,,,0,0
160000,2,2,1,44,0,0.04125,Volatile,1,,,0,,,0,,,0,0
80000,2,2,2,31,0,0.767525,Volatile,1,,,0,,,0,,,0,0
70000,2,1,1,36,0,1.2326714286,Deteriorati,2,,,0,,,0,,,0,0
80000,1,3,2,44,1,0.99735,Deteriorati,2,,,0,,,0,Sleeper Alert,0.986875,1,1
50000,1,2,2,45,1,0.9976,Always Duly,1,,,0,,,0,,,0,0
140000,2,2,1,58,1,0.5508285714,Always Dela,1,,,0,,,0,,,0,0
90000,2,2,1,50,0,0.8447222222,Always Duly,0,,,0,,,0,,,0,0
120000,2,1,2,27,0,0.1611083333,Always Duly,0,,,0,,,0,,,0,0
80000,2,2,2,33,0,0.7229125,Always Duly,0,,,0,,,0,,,0,0
20000,1,2,2,43,1,1.71065,Deteriorati,3,Bust-Out Alert,3,1,,,0,,,0,1
20000,1,1,2,28,0,1.02,Volatile,4,,,0,,,0,,,0,0
440000,2,2,2,34,0,0.0060772727,Always Duly,0,,,0,,,0,,,0,0
310000,2,2,1,28,0,0.6725967742,Always Duly,0,,,0,,,0,,,0,0
80000,2,2,2,25,0,0.005525,Always Duly,0,,,0,,,0,,,0,0
200000,1,1,2,28,0,0.564465,Volatile,0,,,0,Structuring Alert,5,1,,,0,1
300000,2,2,1,34,1,0.0268266667,Volatile,1,,,0,Structuring Alert,3,1,,,0,1
140000,2,2,1,35,0,0.1020928571,Always Duly,0,,,0,,,0,,,0,0
230000,2,2,1,43,0,0.0372304348,Always Duly,0,,,0,,,0,,,0,0
130000,2,3,1,38,1,0.7726384615,Always Duly,0,,,0,,,0,,,0,0
40000,2,5,1,48,0,1.00925,Always Duly,1,,,0,,,0,,,0,0
20000,2,3,1,23,0,1.0015,Volatile,1,,,0,,,0,,,0,0
90000,2,2,2,26,0,0.4812222222,Always Duly,0,,,0,,,0,,,0,0
50000,2,3,2,41,1,0.52596,Always Dela,1,,,0,,,0,,,0,0
220000,1,2,1,49,0,0.6994545455,Always Duly,0,,,0,,,0,,,0,0
60000,2,2,3,64,1,0.4832,Deteriorati,1,,,0,,,0,,,0,0
240000,1,3,1,48,0,0.5771,Always Duly,0,,,0,,,0,,,0,0
400000,2,2,2,40,0,0,Deteriorati,1,,,0,,,0,,,0,0
120000,1,1,2,30,0,0.0116916667,Volatile,0,,,0,,,0,,,0,0
280000,2,1,1,37,0,0.0127928571,Volatile,1,,,0,,,0,,,0,0
390000,2,2,2,28,0,0.0085717949,Always Duly,0,,,0,,,0,,,0,0
340000,2,1,1,46,0,0.2492323529,Always Duly,0,,,0,,,0,,,0,0
10000,1,2,2,47,1,0.9797,Always Duly,1,,,0,,,0,,,0,0
110000,1,2,1,35,1,0.6758272727,Always Duly,0,,,0,,,0,,,0,0
100000,1,2,2,31,0,0.9765,Always Duly,1,,,0,,,0,,,0,0
130000,2,2,1,25,0,0.9623153846,Always Duly,1,,,0,,,0,,,0,0
230000,1,2,1,45,0,0.9856347826,Deteriorati,2,,,0,,,0,,,0,0
290000,2,2,1,39,1,1.0206965517,Volatile,1,,,0,Structuring Alert,3,1,,,0,1
50000,1,1,2,29,0,0.45762,Always Duly,0,,,0,,,0,,,0,0
120000,2,1,2,27,0,0.3069166667,Always Duly,0,,,0,,,0,,,0,0
240000,2,1,1,36,1,0.0316166667,Always Duly,0,,,0,,,0,,,0,0
360000,2,1,2,32,0,0.4634666667,Always Duly,0,,,0,,,0,,,0,0
110000,2,3,2,31,0,0.7120181818,Always Duly,0,,,0,,,0,,,0,0
60000,2,3,2,23,0,0.50335,Always Duly,0,,,0,,,0,,,0,0
130000,1,1,2,33,1,0.0653461538,Volatile,1,,,0,,,0,,,0,0
250000,2,1,1,31,0,0.029216,Always Duly,0,,,0,,,0,,,0,0
410000,1,3,2,38,0,0.0153317073,Always Duly,2,,,0,,,0,,,0,0
130000,2,3,2,53,0,0.7706461538,Always Duly,0,,,0,,,0,,,0,0
200000,1,1,2,38,0,1.010695,Volatile,1,,,0,Structuring Alert,3,1,,,0,1
60000,2,1,2,25,0,0.62145,Deteriorati,1,,,0,,,0,,,0,0
20000,1,1,2,25,0,0.19845,Always Duly,0,,,0,,,0,,,0,0
20000,1,2,1,37,0,0.8607,Volatile,2,,,0,,,0,,,0,0
380000,2,2,1,50,0,0.8245947368,Volatile,0,,,0,Structuring Alert,3,1,,,0,1
80000,1,3,1,47,1,1.0011625,Always Duly,1,,,0,,,0,,,0,0
160000,1,2,2,31,0,0.16203125,Always Duly,0,,,0,,,0,,,0,0
50000,1,1,2,23,0,0.96804,Volatile,2,,,0,,,0,,,0,0
50000,1,2,1,34,0,0.6043,Always Duly,0,,,0,,,0,,,0,0
310000,1,2,1,34,0,0.3135354839,Always Duly,0,,,0,,,0,,,0,0
130000,1,2,2,30,0,0.8441,Volatile,0,,,0,Structuring Alert,3,1,,,0,1
180000,1,1,2,33,0,0.1961722222,Volatile,0,,,0,,,0,,,0,0
130000,2,2,1,43,0,1.0040153846,Always Duly,1,,,0,,,0,,,0,0
50000,1,1,1,35,0,1.00964,Always Duly,1,,,0,,,0,,,0,0
150000,2,2,1,30,1,0.2431466667,Volatile,1,,,0,Structuring Alert,5,1,,,0,1
230000,2,1,2,25,0,0.1431086957,Always Duly,2,,,0,,,0,,,0,0
20000,2,1,2,23,0,1.08875,Always Duly,1,,,0,,,0,,,0,0
360000,2,1,1,33,1,0,Deteriorati,1,,,0,,,0,,,0,0
180000,2,1,1,31,0,0.0140944444,Volatile,1,,,0,,,0,,,0,0
280000,1,2,1,37,0,0.7028821429,Always Duly,0,,,0,,,0,,,0,0
90000,2,1,2,23,1,0.1277222222,Volatile,0,,,0,,,0,,,0,0
210000,1,2,1,41,0,0.7111571429,Volatile,1,,,0,Structuring Alert,5,1,,,0,1
240000,1,1,2,30,1,0,Deteriorati,1,,,0,,,0,,,0,0
200000,2,1,1,49,0,0.023695,Always Duly,0,,,0,,,0,,,0,0
180000,2,1,1,35,0,0.3776444444,Always Duly,0,,,0,,,0,,,0,0
190000,1,3,1,44,0,0.0126315789,Volatile,1,,,0,Structuring Alert,6,1,,,0,1
50000,2,3,1,53,0,0.09618,Always Duly,0,,,0,,,0,,,0,0
80000,2,5,1,23,0,0.3929,Always Duly,0,,,0,,,0,,,0,0
50000,1,2,2,23,1,0.65178,Deteriorati,1,,,0,,,0,,,0,0
130000,1,1,2,29,0,0.7895384615,Always Duly,0,,,0,,,0,,,0,0
30000,2,2,1,52,1,0.7376333333,Always Dela,1,,,0,,,0,,,0,0
30000,2,1,2,28,0,1.2180333333,Always Duly,3,,,0,,,0,,,0,0
50000,1,2,2,24,1,0.47864,Volatile,0,,,0,,,0,,,0,0
360000,2,1,1,41,0,0.3404944444,Always Duly,0,,,0,,,0,,,0,0
80000,2,2,2,24,1,0.5705875,Deteriorati,1,,,0,,,0,,,0,0
460000,1,1,2,33,0,0.3740695652,Always Duly,0,,,0,,,0,,,0,0
200000,1,1,1,48,0,0.02736,Always Duly,0,,,0,,,0,,,0,0
50000,1,2,2,22,1,0.98992,Always Duly,1,,,0,,,0,,,0,0
370000,2,2,2,28,0,0.2358054054,Always Duly,0,,,0,,,0,,,0,0
20000,2,2,1,42,1,1.04155,Always Dela,2,,,0,,,0,,,0,0
50000,2,1,2,24,0,1.01074,Always Duly,1,,,0,,,0,,,0,0
80000,1,2,1,54,0,0.3497375,Always Duly,0,,,0,,,0,,,0,0
170000,2,1,1,31,0,0,Deteriorati,1,,,0,,,0,,,0,0
400000,1,1,1,54,0,0.12244,Always Duly,0,,,0,,,0,,,0,0
500000,2,2,1,41,0,0.26344,Always Duly,0,,,0,,,0,,,0,0
250000,1,3,1,44,1,0.174184,Always Duly,2,,,0,,,0,,,0,0
80000,2,2,2,22,0,1.0061375,Always Duly,1,,,0,,,0,,,0,0
90000,2,2,3,40,0,1.0043888889,Volatile,2,,,0,,,0,,,0,0
120000,1,3,2,44,1,1.243575,Deteriorati,3,Bust-Out Alert,3,1,Structuring Alert,3,1,,,0,2
310000,1,2,1,44,0,0.0468387097,Always Duly,0,,,0,,,0,,,0,0
20000,1,2,2,22,0,0.677,Always Duly,2,,,0,,,0,,,0,0
60000,2,2,2,29,0,0.0767166667,Volatile,0,,,0,,,0,,,0,0
460000,2,1,2,29,0,0.3768043478,Always Duly,0,,,0,,,0,,,0,0
220000,1,2,1,40,0,0.0513136364,Always Duly,2,,,0,,,0,,,0,0
220000,1,1,2,32,1,0.9315590909,Always Duly,1,,,0,,,0,,,0,0
20000,1,2,2,33,0,0.87415,Volatile,1,,,0,,,0,Sleeper Alert,0.87195,1,1
80000,1,3,1,38,1,0.18015,Volatile,0,,,0,,,0,,,0,0
220000,1,1,2,31,0,0.0341863636,Always Duly,2,,,0,,,0,,,0,0
20000,1,2,2,23,0,1.04645,Always Duly,1,,,0,,,0,,,0,0
100000,2,2,2,26,0,0.52685,Always Duly,0,,,0,,,0,,,0,0
230000,2,1,2,31,0,0.3956391304,Always Duly,0,,,0,,,0,,,0,0
300000,2,2,1,40,0,0.6714166667,Always Duly,0,,,0,,,0,,,0,0
20000,1,2,2,24,0,0.1261,Always Duly,2,,,0,,,0,,,0,0
160000,1,1,2,29,0,0.0264875,Always Duly,0,,,0,,,0,,,0,0
70000,2,2,1,27,1,0.8324142857,Volatile,1,,,0,,,0,,,0,0
240000,2,2,2,37,0,1.5403875,Always Duly,1,,,0,,,0,,,0,0
100000,1,2,2,25,0,0.23542,Always Duly,0,,,0,,,0,,,0,0
220000,1,2,2,30,0,0.1119136364,Always Duly,0,,,0,,,0,,,0,0
50000,1,2,2,42,0,0.14536,Always Duly,0,,,0,,,0,,,0,0
80000,2,3,1,44,0,0.0729625,Always Duly,0,,,0,,,0,,,0,0
130000,1,1,2,28,1,0.8780307692,Deteriorati,1,,,0,Structuring Alert,6,1,Sleeper Alert,0.8780307692,1,2
30000,2,2,2,23,0,0.9845333333,Volatile,2,,,0,,,0,,,0,0
360000,2,2,1,46,1,0,Deteriorati,1,,,0,,,0,,,0,0
280000,1,2,1,34,1,0.4603142857,Always Duly,0,,,0,,,0,,,0,0
230000,1,1,1,45,0,0.2127913043,Always Duly,0,,,0,,,0,,,0,0
30000,2,1,2,24,0,0.6130666667,Always Duly,0,,,0,,,0,,,0,0
70000,2,2,1,28,1,0.6534,Always Duly,0,,,0,,,0,,,0,0
100000,1,2,2,32,0,0.46799,Always Duly,0,,,0,,,0,,,0,0
50000,1,2,2,27,1,1.02914,Volatile,1,,,0,,,0,,,0,0
150000,2,2,2,26,0,0.0014733333,Always Duly,0,,,0,,,0,,,0,0
20000,1,2,2,46,1,0.0585,Always Duly,0,,,0,,,0,,,0,0
100000,1,3,3,48,1,0.10514,Volatile,1,,,0,,,0,,,0,0
90000,2,2,2,25,1,0.515,Deteriorati,1,,,0,,,0,,,0,0
50000,1,3,2,49,0,0.8122,Always Duly,0,,,0,,,0,,,0,0
200000,1,1,1,49,1,0.0125,Always Dela,1,,,0,Structuring Alert,6,1,,,0,1
250000,2,2,2,26,0,0.185868,Always Duly,2,,,0,,,0,,,0,0
140000,2,1,1,32,0,0,Deteriorati,1,,,0,,,0,,,0,0
320000,2,2,1,44,0,0.002475,Always Duly,0,,,0,,,0,,,0,0
20000,2,2,1,22,1,1.04515,Always Dela,2,,,0,,,0,,,0,0
80000,2,2,2,26,0,0.65065,Always Duly,0,,,0,,,0,,,0,0
300000,2,2,2,36,0,0.29544,Volatile,1,,,0,,,0,,,0,0
500000,2,1,1,38,0,0.14556,Volatile,0,,,0,,,0,,,0,0
30000,1,2,2,22,0,0.4963666667,Volatile,1,,,0,,,0,,,0,0
130000,2,4,2,47,0,0.0199846154,Volatile,1,,,0,,,0,,,0,0
40000,1,2,1,25,0,0.9877,Volatile,1,,,0,,,0,,,0,0
20000,2,2,2,22,0,0.992,Always Duly,1,,,0,,,0,,,0,0
470000,2,1,2,39,0,0.0116553191,Always Duly,0,,,0,,,0,,,0,0
200000,2,1,2,42,1,0.018035,Always Duly,2,,,0,,,0,,,0,0
50000,2,2,2,31,1,0.68232,Always Dela,1,,,0,,,0,,,0,0
130000,2,2,1,36,0,0.2282384615,Always Duly,0,,,0,,,0,,,0,0
100000,2,2,1,33,0,0.10175,Always Duly,2,,,0,,,0,,,0,0
160000,1,1,2,29,0,0.0038875,Always Duly,0,,,0,,,0,,,0,0
50000,1,3,2,26,0,0.48264,Always Duly,0,,,0,,,0,,,0,0
180000,1,1,1,42,0,0.6892444444,Always Duly,0,,,0,,,0,,,0,0
50000,1,3,2,29,0,0.96522,Always Duly,1,,,0,,,0,,,0,0
70000,2,3,1,40,0,0.9382,Always Duly,1,,,0,,,0,,,0,0
270000,1,2,1,53,1,0.8617777778,Always Dela,1,,,0,Structuring Alert,5,1,,,0,1
210000,2,2,1,48,0,0.0006666667,Always Duly,0,,,0,,,0,,,0,0
70000,2,2,1,43,0,0.9668714286,Always Duly,1,,,0,,,0,,,0,0
160000,2,1,2,31,0,0.0496125,Always Duly,0,,,0,,,0,,,0,0
30000,2,2,1,27,0,0.5446666667,Always Duly,0,,,0,,,0,,,0,0
250000,1,1,2,29,0,0.048176,Always Duly,2,,,0,,,0,,,0,0
10000,2,3,1,51,0,0.5566,Volatile,1,,,0,,,0,,,0,0
50000,1,2,2,27,0,0.40176,Always Dela,1,,,0,,,0,,,0,0
120000,1,3,1,38,0,0.0909333333,Always Duly,0,,,0,,,0,,,0,0
50000,1,2,2,28,0,1.07436,Always Duly,1,,,0,,,0,,,0,0
250000,1,1,2,36,0,0.585564,Always Duly,0,,,0,,,0,,,0,0
20000,1,2,2,48,1,0.0585,Volatile,0,,,0,,,0,,,0,0
70000,2,2,2,25,0,0.2886857143,Always Duly,0,,,0,,,0,,,0,0
50000,1,2,2,46,0,0.54598,Always Duly,0,,,0,,,0,,,0,0
110000,1,2,2,41,0,1.2144818182,Always Duly,1,,,0,,,0,,,0,0
100000,2,1,2,32,0,0.34749,Volatile,1,,,0,,,0,,,0,0
20000,1,2,1,31,0,0.08,Always Duly,0,,,0,,,0,,,0,0
120000,2,2,1,25,0,0.6632833333,Always Duly,0,,,0,,,0,,,0,0
50000,1,2,2,26,0,0.36064,Always Duly,0,,,0,,,0,,,0,0
140000,1,2,1,29,1,0.5593214286,Always Dela,1,,,0,Structuring Alert,4,1,,,0,1
140000,1,2,1,34,1,0.0784,Always Duly,0,,,0,,,0,,,0,0
250000,2,1,1,39,0,0.827952,Always Duly,0,,,0,,,0,,,0,0
180000,2,2,2,30,0,0.2679,Always Duly,0,,,0,,,0,,,0,0
130000,1,2,2,26,0,0.4261538462,Always Duly,0,,,0,,,0,,,0,0
200000,1,1,2,27,0,0.134515,Always Duly,0,,,0,,,0,,,0,0
100000,2,1,2,26,0,0.70844,Volatile,0,,,0,,,0,,,0,0
20000,1,2,2,23,0,0.92475,Always Duly,1,,,0,,,0,,,0,0
290000,2,3,2,27,0,0.5674827586,Always Duly,2,,,0,,,0,,,0,0
110000,1,1,1,46,0,0.9881636364,Always Duly,1,,,0,,,0,,,0,0
30000,2,2,2,27,0,0.04,Always Dela,2,,,0,,,0,,,0,0
150000,2,3,2,23,0,0.4389266667,Always Duly,0,,,0,,,0,,,0,0
150000,2,2,2,34,0,0.0362533333,Always Duly,2,,,0,,,0,,,0,0
120000,2,1,2,25,1,0,Deteriorati,1,,,0,,,0,,,0,0
280000,1,2,1,28,0,0.1011892857,Always Duly,0,,,0,,,0,,,0,0
90000,2,2,1,36,0,0.0023222222,Volatile,1,,,0,,,0,,,0,0
130000,1,2,1,39,0,0.0838153846,Always Duly,2,,,0,,,0,,,0,0
30000,1,2,2,24,1,1.0085666667,Volatile,2,,,0,,,0,,,0,0
100000,1,1,1,25,0,0.91842,Always Duly,3,,,0,,,0,,,0,0
30000,2,1,2,27,1,0.8020333333,Volatile,0,,,0,,,0,,,0,0
90000,2,2,1,28,0,0.5059666667,Always Duly,0,,,0,,,0,,,0,0
160000,2,2,1,25,0,0.6462375,Deteriorati,2,,,0,,,0,,,0,0
260000,1,1,1,51,0,0.0157307692,Always Duly,0,,,0,,,0,,,0,0
50000,1,1,2,28,1,0.97016,Deteriorati,2,,,0,,,0,,,0,0
260000,1,3,2,27,0,0.5639038462,Always Duly,0,,,0,,,0,,,0,0
220000,2,1,2,35,0,0.0338318182,Always Duly,0,,,0,,,0,,,0,0
20000,2,2,2,22,0,1.0253,Always Duly,1,,,0,,,0,,,0,0
300000,2,1,2,25,1,1.0521066667,Always Dela,3,Bust-Out Alert,3,1,Structuring Alert,6,1,,,0,2
250000,2,1,2,31,0,-0.000516,Deteriorati,1,,,0,,,0,,,0,0
200000,1,2,2,30,0,0.00208,Always Duly,0,,,0,,,0,,,0,0
20000,2,2,2,21,0,0.975,Volatile,1,,,0,,,0,,,0,0
50000,1,2,2,25,1,0.5656,Deteriorati,2,,,0,,,0,,,0,0
100000,2,3,2,28,0,0.61244,Always Duly,0,,,0,,,0,,,0,0
170000,1,2,1,37,0,0.9830352941,Always Duly,1,,,0,,,0,,,0,0
120000,1,1,1,37,0,0.6745333333,Always Duly,0,,,0,,,0,,,0,0
120000,2,2,2,38,0,0.3014583333,Always Duly,0,,,0,,,0,,,0,0
50000,1,2,2,26,0,0.75724,Volatile,2,,,0,,,0,,,0,0
260000,2,1,2,28,0,0.2590038462,Always Duly,0,,,0,,,0,,,0,0
60000,2,2,2,44,0,1.1216666667,Always Duly,1,,,0,,,0,,,0,0
120000,2,2,2,28,1,0.0016666667,Volatile,0,,,0,Structuring Alert,6,1,,,0,1
220000,2,3,1,47,0,0.8385590909,Always Duly,0,,,0,,,0,,,0,0
200000,1,1,2,26,0,0.001495,Always Duly,0,,,0,,,0,,,0,0
90000,2,2,1,45,0,0.9721888889,Always Duly,1,,,0,,,0,,,0,0
310000,2,1,1,25,0,0.595283871,Always Duly,0,,,0,,,0,,,0,0
110000,2,2,1,34,0,0.1976363636,Always Duly,0,,,0,,,0,,,0,0
140000,2,2,2,42,0,0.2049785714,Always Duly,0,,,0,,,0,,,0,0
160000,2,1,1,51,0,0.4011,Always Duly,0,,,0,,,0,,,0,0
80000,2,2,2,24,1,0.3460625,Always Dela,1,,,0,,,0,,,0,0
500000,2,1,1,36,0,0.602916,Always Duly,0,,,0,,,0,,,0,0
130000,1,2,2,29,0,1.016,Always Duly,1,,,0,,,0,,,0,0
240000,2,2,1,44,0,0.9943208333,Volatile,1,,,0,,,0,,,0,0
50000,2,2,2,24,1,0.048,Always Dela,2,,,0,,,0,,,0,0
180000,2,1,1,42,0,0.0071666667,Deteriorati,1,,,0,,,0,,,0,0
240000,1,2,2,33,1,0.0632166667,Always Duly,0,,,0,,,0,,,0,0
180000,1,2,1,30,0,0.7511055556,Always Duly,0,,,0,,,0,,,0,0
130000,1,2,2,33,0,0.9685923077,Always Duly,1,,,0,,,0,,,0,0
50000,2,1,2,24,1,0.2698,Always Duly,0,,,0,,,0,,,0,0
500000,1,1,2,34,0,0.30817,Volatile,2,,,0,,,0,,,0,0
200000,1,2,1,29,0,0.963565,Volatile,1,,,0,,,0,,,0,0
220000,2,1,2,29,0,0.0963136364,Always Duly,0,,,0,,,0,,,0,0
70000,1,2,1,33,0,0.3603142857,Volatile,0,,,0,,,0,,,0,0
440000,1,1,1,31,0,0.0485431818,Always Duly,0,,,0,,,0,,,0,0
290000,1,4,1,52,0,1.0427448276,Always Duly,3,,,0,,,0,,,0,0
50000,2,2,2,23,0,0.61882,Always Duly,0,,,0,,,0,,,0,0
120000,2,2,2,23,0,0.963775,Always Duly,1,,,0,,,0,,,0,0
80000,2,3,1,44,0,0.3030375,Always Duly,0,,,0,,,0,,,0,0
170000,2,2,1,27,0,0.9824,Always Duly,1,,,0,,,0,,,0,0
160000,1,1,2,41,1,0.0043,Always Duly,0,,,0,,,0,,,0,0
280000,1,1,2,29,1,0.1700464286,Volatile,2,,,0,,,0,,,0,0
40000,2,2,1,47,1,0.863425,Deteriorati,1,,,0,,,0,,,0,0
80000,2,3,1,53,0,0.9117,Always Duly,1,,,0,,,0,,,0,0
210000,2,2,1,40,0,0.0597857143,Always Duly,2,,,0,,,0,,,0,0
60000,2,2,1,29,1,0.9708333333,Always Dela,2,,,0,,,0,,,0,0
20000,2,2,1,40,1,0.8571,Always Duly,0,,,0,,,0,,,0,0
230000,2,2,2,36,0,0.0324,Volatile,3,,,0,,,0,,,0,0
90000,2,1,1,50,0,0.7506888889,Always Duly,0,,,0,,,0,,,0,0
170000,2,1,1,35,0,0.0115882353,Always Duly,2,,,0,,,0,,,0,0
70000,2,2,2,22,0,0.8269857143,Always Duly,2,,,0,,,0,,,0,0
50000,1,2,2,29,0,0.55796,Volatile,0,,,0,,,0,,,0,0
140000,2,1,1,48,0,0.0390857143,Always Duly,2,,,0,,,0,,,0,0
50000,2,3,2,55,0,0.9572,Always Duly,1,,,0,,,0,,,0,0
270000,2,1,2,45,0,0.421,Always Duly,0,,,0,,,0,,,0,0
170000,2,2,1,49,1,0.9659411765,Deteriorati,2,,,0,Structuring Alert,3,1,,,0,1
180000,2,1,2,27,0,0.5630055556,Always Duly,0,,,0,,,0,,,0,0
80000,2,1,2,29,0,0.06055,Always Duly,0,,,0,,,0,,,0,0
450000,2,1,2,37,0,0.1889933333,Always Duly,0,,,0,,,0,,,0,0
400000,1,1,2,29,0,0.05048,Always Duly,0,,,0,,,0,,,0,0
400000,2,2,2,35,0,0.0205875,Volatile,2,,,0,,,0,,,0,0
60000,1,3,2,25,0,0.9990333333,Always Duly,1,,,0,,,0,,,0,0
110000,1,1,2,25,0,0.5657636364,Always Duly,0,,,0,,,0,,,0,0
60000,2,2,2,24,0,0.4567166667,Always Duly,0,,,0,,,0,,,0,0
